SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,1,0,0.041666666666666664,0,0,0,1,1,0.5610147674861403,0.02453488664521242
0,0,0,0.013888888888888888,0,0,0,1,2,0.713216957605985,0.008285182874567813
1,1,1,0.7222222222222222,0,0,1,1,2,0.6229426433915211,0.47352064882135847
0,0,0,0.013888888888888888,0,0,0,0,2,0.6027665575527485,0.0069939942504752516
0,0,0,0.5277777777777778,0,0,2,0,3,0.01895261845386534,0.08444939391642518
0,0,0,0.041666666666666664,0,0,0,0,2,0.5642987821018708,0.022181926036563895
0,0,0,0.013888888888888888,0,0,0,0,2,0.2717241086510585,0.003124037745948495
0,1,1,0.3611111111111111,0,0,1,0,0,0.603990024937656,0.23501699599442605
0,0,0,0.875,0,0,2,1,3,0.021945137157107247,0.14924407180880528
0,0,0,0.3472222222222222,0,0,0,1,1,0.007980049875311729,0.05985038860481253
0,0,0,0.041666666666666664,0,0,0,0,3,0.3722968532952207,0.016961575162597494
0,0,0,0.3194444444444444,1,0,0,1,0,0.710865766443098,0.2511676403137651
0,1,0,0.7083333333333333,0,0,0,1,2,0.7605985037406484,0.5590195381054278
0,0,0,0.05555555555555555,0,0,0,0,2,0.599002493765586,0.036289217601203426
0,0,0,0.4861111111111111,0,0,1,0,0,0.021945137157107247,0.0857262799470588
0,1,0,0.5138888888888888,0,0,1,1,0,0.014463840399002503,0.08146999317828012
0,0,0,0.9722222222222222,1,0,2,0,3,0.6613466334164588,0.696421803849316
0,0,1,0.9722222222222222,1,1,2,0,2,0.47481296758104735,0.5682026225723132
1,0,0,0.1111111111111111,0,0,0,1,2,0.6087395660463879,0.06886858444025908
0,1,0,0.8888888888888888,0,1,1,1,1,0.8384039900249378,0.7737404597955818
0,1,1,0.9444444444444444,1,1,2,1,3,0.3790523690773067,0.45823299963267666
0,0,0,0.7916666666666666,0,0,2,0,3,0.023441396508728174,0.12826582551556462
0,1,0,0.5277777777777778,0,0,0,0,2,0.6477619884694981,0.3674194922883609
0,0,0,0.027777777777777776,0,0,0,1,3,0.3435658467878597,0.011129862280837921
0,0,0,0.013888888888888888,0,0,0,1,2,0.7002435605857105,0.008133521109283658
0,0,0,0.18055555555555555,0,0,1,0,3,0.01795511221945137,0.02966573572540537
0,1,0,0.29166666666666663,0,0,0,1,1,0.836935009193964,0.26071032488534746
0,0,0,0.06944444444444445,0,0,0,1,2,0.7299912706768039,0.05088190256878328
1,1,0,0.013888888888888888,0,0,0,1,2,0.8219451371571072,0.00955623837538117
0,1,0,1.0,0,1,2,1,0,0.6658354114713216,0.7343377392703676
0,1,0,0.7916666666666666,1,1,2,1,1,0.5182044887780548,0.47877978671921917
0,0,0,0.1388888888888889,0,0,0,1,3,0.060847880299251866,0.02930424287655019
1,0,0,0.8888888888888888,0,1,0,0,1,0.5610972568578554,0.5656196978619449
0,0,0,0.4444444444444444,0,0,0,1,1,0.6618399691573544,0.313817049826988
0,0,0,0.1111111111111111,0,0,0,1,2,0.8120263234158192,0.0935089614943946
0,1,1,0.05555555555555555,0,1,0,0,1,0.429426433915212,0.024569852662511448
0,1,1,0.611111111111111,0,0,0,0,3,0.011970074812967607,0.0887873081026873
0,0,0,0.2222222222222222,0,0,0,1,2,0.8079565738674623,0.176668746875807
0,0,0,0.013888888888888888,0,0,0,1,2,0.5691926872184194,0.006601508578883751
0,0,0,0.125,0,0,0,0,2,0.5052369077306733,0.07377369381555703
0,1,0,0.4583333333333333,1,1,2,0,0,0.4104738154613466,0.23292383578895817
0,1,0,0.9583333333333333,1,1,2,1,3,0.6613466334164588,0.6833439254625069
0,0,0,0.013888888888888888,0,0,0,1,2,0.6781163015931846,0.007874848754274274
0,0,0,0.125,0,0,0,0,0,0.017456359102244384,0.025572703791593546
1,1,0,0.986111111111111,0,0,0,1,0,0.3381546134663341,0.4368466162520189
0,1,1,0.986111111111111,0,0,2,0,3,0.013965087281795519,0.1606194354881028
0,0,0,0.9444444444444444,1,1,2,0,1,0.916209476309227,0.8466512351977427
0,0,0,0.18055555555555555,0,0,0,1,1,0.5222308532697466,0.10447691835772452
0,0,0,0.9166666666666666,0,0,0,1,1,0.8325898742270625,0.8001867734105172
0,1,0,0.9444444444444444,1,1,2,1,2,0.7311720698254365,0.7469899889802988
0,0,0,0.041666666666666664,0,0,0,1,2,0.7650872817955112,0.033647987592632544
0,1,0,1.0,1,1,2,1,0,0.6783042394014962,0.7043396633452083
0,0,1,0.9166666666666666,0,1,2,1,1,0.6094763092269326,0.6037222102372445
0,1,0,0.986111111111111,0,0,2,0,1,0.07182044887780548,0.21799184891931134
0,0,0,0.013888888888888888,0,0,0,1,0,0.2643391521197007,0.003037706036347523
0,0,0,0.9444444444444444,0,0,0,1,0,0.21446384039900246,0.32388593151459677
0,0,0,0.8055555555555555,0,0,0,1,2,0.872714611209592,0.7144624315280365
0,1,0,0.05555555555555555,0,0,0,1,2,0.5592935061516437,0.03338691757060392
0,0,0,0.5555555555555556,0,0,2,0,3,0.017456359102244384,0.09165592877424773
0,0,0,0.75,0,0,0,1,2,0.8437628313523875,0.6134084943311339
0,1,1,1.0,1,1,2,0,0,0.42443890274314217,0.5282693238334569
0,1,1,0.5555555555555556,0,0,2,0,0,0.017456359102244384,0.08844913737311311
0,1,0,0.4444444444444444,1,0,0,1,0,0.5695760598503741,0.26888654372022786
0,0,0,0.375,0,0,1,0,3,0.007481296758104716,0.056264612765361995
0,0,0,0.09722222222222221,0,0,0,1,2,0.6833293019269231,0.06671978696203486
0,0,0,0.06944444444444445,0,0,0,1,2,0.6663341645885288,0.05316860143081202
0,0,0,0.013888888888888888,0,0,0,0,1,0.008977556109725698,5.2474768382202754e-05
1,0,0,0.3333333333333333,0,0,0,0,1,0.3630922693266832,0.14838115339540905
0,1,0,0.9722222222222222,0,0,2,0,1,0.014463840399002503,0.16499816338310663
0,1,1,0.986111111111111,1,1,2,0,0,0.6688279301745637,0.700952125519646
0,0,0,0.7638888888888888,0,1,1,1,2,0.456857855361596,0.42078350659724456
1,1,0,0.013888888888888888,0,0,0,0,3,0.5231920199501245,0.006063751013054557
0,0,0,0.013888888888888888,0,0,0,1,2,0.171072319201995,0.0019473969599617517
0,0,0,0.19444444444444442,0,0,0,1,2,0.6021896777548261,0.12996570153400083
0,0,0,0.2361111111111111,0,0,1,1,3,0.016957605985037427,0.03039455195293597
0,1,1,0.5833333333333333,0,0,0,1,2,0.7356608478802993,0.4497145955652991
0,0,0,0.9166666666666666,1,1,2,0,0,0.5022443890274315,0.51643334829836
0,1,0,0.5694444444444444,0,0,0,1,2,0.6603466476479594,0.41636859647591873
0,1,0,0.09722222222222221,0,0,0,1,2,0.6254364089775561,0.06504539067465061
0,1,1,0.08333333333333333,0,0,2,0,3,0.016957605985037427,0.009503763606998969
0,0,0,0.18055555555555555,0,0,0,0,2,0.6973143557598476,0.14038981478861068
0,0,0,0.013888888888888888,0,0,0,0,2,0.6577436151025109,0.007636687724289021
0,0,0,0.2361111111111111,0,0,0,0,1,0.06683291770573568,0.042440426561561655
0,0,0,0.05555555555555555,0,0,0,0,2,0.6135367977675061,0.03748657986816149
1,1,0,1.0,0,0,1,1,1,0.8713216957605985,0.8875232492376585
0,0,0,0.3055555555555555,0,0,1,0,1,0.01895261845386534,0.05227653036831457
0,0,0,0.6944444444444444,0,0,1,1,2,0.8981980235037847,0.6450930560571354
0,0,0,0.3194444444444444,0,0,0,1,0,0.7048289135391879,0.2509413024562501
0,1,1,0.9027777777777777,0,1,2,1,0,0.6563591022443891,0.6186950108156329
0,0,0,0.041666666666666664,0,0,0,1,2,0.16109932231547336,0.010197278314796015
0,0,0,0.3194444444444444,0,0,0,1,1,0.7495072468539552,0.26488814743641476
0,0,0,0.013888888888888888,0,0,0,0,0,0.0176214789249432,0.00015352406110693238
1,0,0,0.013888888888888888,0,0,0,1,2,0.5586034912718205,0.006477718630291935
0,1,0,0.29166666666666663,1,0,0,1,2,0.8528678304239403,0.2606654966736828
0,0,0,0.013888888888888888,0,0,0,1,2,0.05174962029053193,0.0005524892787198287
1,1,0,0.013888888888888888,0,0,0,1,2,0.5180839413674325,0.006004036490030975
0,1,1,0.1388888888888889,0,0,0,1,1,0.016458852867830442,0.023281305572237353
0,0,0,0.1111111111111111,0,0,0,0,0,0.7674156819735827,0.08843703308185658
0,0,0,1.0,1,1,2,1,0,0.7276807980049875,0.7787663765006327
0,0,0,0.5416666666666666,0,1,1,0,2,0.4079800498753117,0.25541218930564225
0,0,0,0.125,0,0,0,1,1,0.2683030287613005,0.04476568210828588
0,0,1,0.3333333333333333,0,0,2,0,3,0.013466334164588534,0.055885628327046084
0,0,0,0.2777777777777778,0,0,0,1,1,0.1885977760403414,0.08293331193857409
0,0,0,0.08333333333333333,0,1,0,1,1,0.30694503663575506,0.02936294984381554
0,0,0,0.3055555555555555,0,0,1,1,1,0.5745635910224438,0.20578855000553903
0,0,0,0.7083333333333333,0,0,2,0,0,0.0653366583541147,0.14799633842727292
0,0,0,0.3055555555555555,0,0,0,1,2,0.6574461799986002,0.2142139688977263
0,0,0,0.013888888888888888,0,0,0,1,1,0.6689717075016781,0.007767946508042429
0,1,1,0.8333333333333333,0,0,1,0,1,0.05536159600997506,0.17346409268210206
0,0,0,0.19444444444444442,0,0,1,1,1,0.06384039900249378,0.03531551912122255
0,1,1,1.0,0,1,2,1,2,0.603990024937656,0.6659980992472787
1,1,0,0.9166666666666666,0,0,1,1,0,0.5231920199501245,0.5504020150311061
0,1,1,0.4722222222222222,1,0,1,1,3,0.42294264339152116,0.23592655864638423
0,1,0,1.0,1,1,2,1,1,0.658354114713217,0.7087125607103919
0,1,1,0.9722222222222222,1,0,1,1,1,0.8952618453865338,0.9225880555766105
0,0,0,0.041666666666666664,0,0,0,0,2,0.014279021071469028,0.004765312638776491
0,0,0,0.16666666666666666,0,0,0,1,2,0.7545170537816324,0.1301222532027447
0,0,0,0.2777777777777778,0,0,0,1,1,0.00498753117206982,0.038341564097929576
0,0,0,0.7083333333333333,0,0,1,1,0,0.014463840399002503,0.11405682434362813
0,0,0,0.05555555555555555,0,0,0,0,1,0.6205033062969931,0.0365459145164962
1,0,0,0.125,0,0,0,1,1,0.6587192548362619,0.0833110904593594
0,0,0,0.16666666666666666,0,0,0,1,2,0.6239306734315317,0.10877986252013377
0,0,0,0.7222222222222222,1,0,2,1,1,0.44738154613466335,0.3875669782113101
1,1,0,0.4444444444444444,0,0,0,0,0,0.8773067331670823,0.40835864755030293
0,1,1,0.7083333333333333,1,1,2,0,0,0.15760598503740653,0.2056019730512912
0,1,0,0.3055555555555555,1,1,0,1,2,0.3571072319201995,0.13221892473369057
0,1,1,0.9722222222222222,1,0,0,1,2,0.8743142144638405,0.8786841660301673
0,0,0,0.041666666666666664,0,0,0,1,2,0.6080563345561791,0.02636112826674855
0,0,0,0.1111111111111111,0,0,2,0,3,0.018453865336658354,0.018167930919882693
0,1,1,1.0,1,1,2,1,2,0.5581047381546134,0.6085382278687665
1,0,0,0.013888888888888888,0,0,0,1,2,0.5586034912718205,0.006477718630291935
0,0,0,0.013888888888888888,0,0,0,0,2,0.1284797325899485,0.0014494805805041473
0,0,0,0.027777777777777776,0,0,0,1,1,0.7725264250999038,0.018294327874837157
0,0,0,0.041666666666666664,0,0,0,0,2,0.11014064058783152,0.007059299570918597
0,1,0,0.986111111111111,0,0,2,1,1,0.07531172069825437,0.20792252391974864
0,0,0,0.15277777777777776,0,1,0,1,2,0.17206982543640897,0.04737305478948873
0,0,0,0.5138888888888888,1,1,0,1,1,0.6034912718204488,0.34494580522532087
0,0,0,0.05555555555555555,0,0,0,1,2,0.5785347087052819,0.035045944637305204
0,1,1,0.41666666666666663,0,0,2,0,3,0.008977556109725698,0.06810641883027911
0,0,0,0.013888888888888888,0,0,0,0,1,0.00997506234413964,6.413582802269197e-05
0,0,0,0.013888888888888888,0,0,0,0,3,0.007481296758104716,3.498317892146807e-05
0,0,0,0.3194444444444444,0,1,0,0,0,0.6463840399002494,0.2347896053314365
0,0,0,0.027777777777777776,0,0,0,0,2,0.055683763883163984,0.0026455394504601043
0,0,0,0.5694444444444444,0,0,0,1,2,0.5881038122781641,0.37093390597318043
0,0,0,0.3611111111111111,0,0,0,1,2,0.6323856847304803,0.25199019138610823
0,0,0,0.041666666666666664,0,0,0,0,0,0.5586034912718205,0.02296645696194414
0,1,0,0.2361111111111111,0,0,1,0,3,0.009476309226932683,0.033601343354070584
0,1,0,1.0,1,0,2,1,0,0.6548628428927681,0.7035583723492955
0,0,0,0.125,0,0,0,0,2,0.26683291770573564,0.04636437313058638
0,0,0,0.013888888888888888,0,0,0,0,2,0.4121609993206647,0.004765774811166239
0,0,0,0.06944444444444445,0,0,0,0,2,0.2867830423940149,0.023823544845520118
0,0,0,0.2777777777777778,0,0,2,1,3,0.012967581047381549,0.04670837438998082
0,0,0,0.013888888888888888,0,0,0,1,2,0.6049875311720698,0.007019957903574698
0,0,0,0.05555555555555555,0,0,0,0,1,0.6690034265078757,0.03725009804507202
0,0,0,0.16666666666666666,1,1,2,0,3,0.31371571072319204,0.06218260053291043
0,0,0,0.08333333333333333,0,0,1,0,3,0.007481296758104716,0.012308248450536702
0,0,0,0.013888888888888888,0,0,0,1,2,0.5083600299822715,0.005890361901653273
0,0,0,0.041666666666666664,0,1,0,1,3,0.6711526330261928,0.028733589261299108
0,1,1,1.0,1,0,2,0,1,0.5022443890274315,0.5678178076041771
0,1,1,0.8194444444444444,0,0,2,0,1,0.008977556109725698,0.13688334858988638
0,1,0,0.013888888888888888,0,0,0,0,2,0.5765586034912717,0.006687617703820746
0,1,1,0.013888888888888888,0,0,0,0,0,0.01641879497294918,0.0001394644303908386
0,0,0,0.013888888888888888,0,0,0,1,0,0.017534924763164955,0.000152512224581197
0,1,0,0.06944444444444445,0,0,0,1,2,0.6520484287022954,0.04490218311686158
0,1,0,0.7638888888888888,1,0,1,1,0,0.8630274227509198,0.6728291759444066
1,0,0,0.20833333333333331,0,0,0,1,1,0.5675810473815461,0.13160671910256488
0,0,0,0.611111111111111,0,0,1,0,1,0.01097256857855361,0.09523004355405777
0,0,0,0.5972222222222222,0,1,1,0,1,0.6653366583541147,0.42485904694159565
0,0,0,0.8333333333333333,1,0,1,1,2,0.2598503740648379,0.3212680236253069
0,1,0,0.2361111111111111,0,0,0,0,1,0.7111176167137958,0.16756960541867755
0,1,0,0.2361111111111111,0,0,0,0,0,0.6782650138103434,0.1683378912913171
0,1,0,0.7777777777777777,0,0,1,1,2,0.7965087281795511,0.640133868964673
0,0,0,0.013888888888888888,0,0,0,0,3,0.006982543640897759,2.9152649101223897e-05
0,1,1,0.875,0,0,0,1,1,0.6174563591022444,0.568768183964877
0,0,1,0.6388888888888888,1,1,1,1,0,0.8658354114713218,0.5601973051291173
0,1,0,0.6805555555555555,1,0,1,1,2,0.3685785536159601,0.30494837065844177
0,1,1,0.7777777777777777,0,0,2,1,1,0.0653366583541147,0.1690911953169185
0,0,0,0.18055555555555555,0,0,0,1,1,0.715485328219098,0.13823674353131254
0,0,1,0.3194444444444444,0,1,0,1,0,0.36807980049875305,0.1475532181609343
0,0,0,0.08333333333333333,0,0,0,1,2,0.5380882425275373,0.05244579864666401
0,0,0,0.027777777777777776,0,0,0,1,0,0.02294264339152119,0.0024488225245028017
0,0,0,0.013888888888888888,0,0,0,0,0,0.025436408977556113,0.00024488225245027995
0,0,1,0.013888888888888888,0,0,0,1,2,0.559919076973229,0.006493098106426551
0,1,0,0.5972222222222222,1,1,2,0,1,0.6788029925187034,0.4146264671070661
0,0,0,0.013888888888888888,0,0,0,1,2,0.3197408639396991,0.0036853638087300336
0,0,0,0.06944444444444445,0,0,0,1,0,0.6804188766608281,0.05642616285222919
0,0,0,0.5,1,1,2,1,3,0.34613466334164594,0.21950778667257498
0,0,0,0.9583333333333333,1,1,2,1,1,0.629426433915212,0.6453696847432527
0,0,0,0.125,0,0,0,1,0,0.6667405101578765,0.0859132094896255
0,0,0,0.15277777777777776,0,0,0,1,0,0.839136638425596,0.12978711488982853
1,1,0,0.013888888888888888,0,0,0,0,2,0.21745635910224442,0.002489636233244515
0,0,0,0.375,0,0,1,0,3,0.01895261845386534,0.06719102564850069
0,0,0,0.1111111111111111,0,0,0,0,3,0.2598503740648379,0.04086618351009557
0,0,0,0.013888888888888888,0,0,0,1,2,0.6049834116853412,0.0070199097459003185
0,1,1,1.0,0,0,2,1,0,0.0678304239401496,0.20757269213053395
0,0,0,0.013888888888888888,0,0,0,0,2,0.7201995012468827,0.008366810292051238
0,0,0,0.15277777777777776,0,0,0,1,1,0.020448877805486293,0.025473584784649388
1,0,0,0.25,0,0,0,0,0,0.8061645565599365,0.21226671768301306
1,0,0,0.5972222222222222,0,0,0,1,2,0.6628428927680798,0.4229174805114541
1,0,0,0.041666666666666664,0,0,0,1,2,0.5750623441396507,0.02483222650442246
1,1,1,0.3055555555555555,1,0,0,0,3,0.2159600997506234,0.1004425372133566
1,0,0,0.013888888888888888,0,0,0,1,2,0.5614828397865983,0.006511378825685407
0,1,1,0.5972222222222222,0,0,1,1,3,0.007980049875311729,0.08832086571706772
0,1,0,0.027777777777777776,0,1,0,1,2,0.7561097256857856,0.01733416515558769
0,0,0,0.013888888888888888,0,0,0,0,3,0.5208782432275745,0.006036702471977231
0,1,1,0.15277777777777776,0,0,0,1,0,0.41147132169576056,0.07747608025141245
0,0,0,0.013888888888888888,0,0,0,1,2,0.5695462571554502,0.006605641886506856
0,0,0,0.18055555555555555,0,0,0,0,2,0.7102257306388498,0.12965628418475483
0,1,1,1.0,1,1,2,1,0,0.9715710723192019,0.986251610683863
0,0,0,0.2777777777777778,0,1,0,1,1,0.5037406483790525,0.15759922104121601
0,0,0,0.15277777777777776,0,1,0,1,2,0.8220621363306246,0.1299146014029515
0,1,0,0.9166666666666666,1,1,1,0,2,0.7042394014962594,0.6856411542116834
0,0,0,0.4583333333333333,0,1,1,1,0,0.6139650872817954,0.31088385001545094
0,0,0,0.3055555555555555,0,0,0,1,1,0.30240987270373965,0.12105068707124032
0,0,0,0.041666666666666664,0,1,0,0,2,0.4608478802992518,0.018115456151500488
0,1,1,0.5694444444444444,0,0,2,1,3,0.015960099750623458,0.10039589297479462
0,0,0,0.013888888888888888,0,0,0,1,3,0.26932668329177056,0.0030960113345499707
0,1,0,0.5,0,0,0,1,1,0.7842334239425475,0.4218057149217657
